source_file,is_beta,is_lognormal,num_simulations,network_optimistic,network_pessimistic,network_most_likely,pert_critical,pert_sd,bb2_critical_mean,bb2_critical_sd,bb2_critical_p99,bb2_critical_p10,bb2_critical_p25,lognormal_critical_mean,lognormal_critical_sd,lognormal_critical_p99,lognormal_critical_p10,lognormal_critical_p25,sim_mean,sim_std,sim_min,sim_p10,sim_p25,sim_max,sim_p50,sim_p90,sim_p95,sim_p99,pert_p1,pert_p10,pert_p20,pert_p25,pert_p30,pert_p40,pert_p50,pert_p60,pert_p70,pert_p75,pert_p80,pert_p90,pert_p95,pert_p99,pert_p99_9,bb2_p1,bb2_p10,bb2_p20,bb2_p25,bb2_p30,bb2_p40,bb2_p50,bb2_p60,bb2_p70,bb2_p75,bb2_p80,bb2_p90,bb2_p95,bb2_p99,bb2_p99_9,lognormal_p1,lognormal_p10,lognormal_p20,lognormal_p25,lognormal_p30,lognormal_p40,lognormal_p50,lognormal_p60,lognormal_p70,lognormal_p75,lognormal_p80,lognormal_p90,lognormal_p95,lognormal_p99,lognormal_p99_9,sim_p1,sim_p20,sim_p30,sim_p40,sim_p60,sim_p70,sim_p75,sim_p80,sim_p99_9,SP,TF,AD,LA,simulation_runtime_seconds,distribution,mape_pert,mape_bb2,mape_lognormal,best_method,cluster_id
Set 3.3 LA (high SP)_EV156,0,1,10000,60.0,240,120,130.0,7.05336799,130.0,15.0,165.9896382,110.8742005,119.4850442,130.0940447,23.16559671,200.7537548,104.0528725,113.5622161,136.9884913,7.553760974,112.2030555,127.6762723,131.7232306,170.3412656,136.4394034,146.8452082,150.1517051,157.3583978,69.42543901,87.54498486,99.30015904,104.3800276,109.202793,118.4649114,127.6462513,137.1806838,147.5842152,153.359404,159.7471144,176.0022056,188.3917296,207.9636244,223.3636482,97.49412682,110.8742005,117.0621174,119.4850442,121.6912636,125.7414405,129.5940396,133.5001783,137.7257523,140.0811394,142.7132743,149.6638758,155.3935058,165.9896382,177.4065489,91.4689563,104.0528725,110.7561718,113.5622161,116.2140961,121.3403314,126.5535405,132.2098114,138.7947164,142.6958643,147.267688,160.5467637,173.0232879,200.7537548,240,121.6474713,130.576519,132.7311046,134.6380395,138.401116,140.5919914,141.8120942,143.2096574,164.6682106,0.793,0.014,0.783,0.4,1.9222555,lognormal,19.59517875871834,6.558430349737875,13.929326744593597,bb2,4
Set 3.3 LA (high SP)_EV157,0,1,10000,68.5,274,137,148.4166667,7.830229882,148.4166667,17.125,189.5048369,126.5813789,136.4120921,148.5240344,26.44738958,229.1938701,118.7936961,129.6501968,156.0244439,8.379041326,127.3528514,145.5893147,150.2756035,193.042185,155.6139618,166.9898044,170.6264444,177.7025608,79.26070954,99.94719105,113.3676816,119.1671982,124.6731886,135.2474405,145.7294702,156.614614,168.491979,175.0853195,182.3779556,200.9358514,215.0805579,237.4251378,255.0068317,111.3057948,126.5813789,133.6459173,136.4120921,138.9308593,143.5548112,147.9531953,152.4127036,157.2369006,159.9259675,162.9309882,170.8662582,177.4075858,189.5048369,202.5391434,104.4270584,118.7936961,126.4466294,129.6501968,132.6777597,138.5302117,144.4819588,150.9395347,158.4573012,162.9111118,168.1306104,183.2908886,197.5349204,229.1938701,274,138.4159989,148.9473593,151.4878343,153.5210811,157.7075354,159.9757031,161.2302498,162.7457164,185.2673586,0.793,0.036,0.783,0.429,2.3236087,lognormal,19.929119663458515,6.673079403759894,14.208124886866242,bb2,4
Set 3.3 LA (high SP)_EV158,0,1,10000,73.0,292,146,158.1666667,8.25378701,158.1666667,18.25,201.9540598,134.8969439,145.3734704,158.2810877,28.18480933,244.2504017,126.5976615,138.167363,167.4281527,8.83321955,139.2699408,156.4776825,161.223314,212.7789036,166.8229143,179.0042271,182.6196593,190.665716,84.46761746,106.5130649,120.8151935,126.9957003,132.8633981,144.1323089,155.302939,166.9031653,179.5607951,186.5872748,194.3589892,214.1360168,229.2099377,253.0224096,271.7591054,118.6178543,134.8969439,142.4255761,145.3734704,148.0577041,152.9854193,157.6727482,162.4252169,167.566332,170.4320529,173.6344837,182.0910488,189.0620987,201.9540598,215.8446346,111.2872302,126.5976615,134.7533423,138.167363,141.393817,147.6307365,153.9734743,160.8552705,168.8669049,173.6133016,179.175687,195.3318959,210.511667,244.2504017,292,149.4275349,159.9599375,162.4174553,164.6855441,169.136553,171.7079442,173.1003639,174.6432303,200.4718137,0.793,0.007,0.783,0.4,2.5765941,lognormal,19.80428882664912,6.931575935532341,14.218561265843226,bb2,4
Set 3.3 LA (high SP)_EV159,0,1,10000,62.5,250,125,135.4166667,7.292976073,135.4166667,15.625,172.9058731,115.4939589,124.4635877,135.5146299,24.13082991,209.1184946,108.3884088,118.2939751,143.1542984,7.774375739,115.3945301,133.534305,137.7008001,177.6540896,142.5943677,153.4046197,156.6972498,163.6002344,72.31816564,91.19269256,103.4376657,108.7291955,113.7529093,123.4009494,132.9648451,142.8965457,153.7335575,159.7493791,166.4032442,183.3356308,196.241385,216.6287754,232.6704669,101.5563821,115.4939589,121.9397056,124.4635877,126.7617329,130.9806672,134.9937913,139.0626857,143.4643253,145.9178535,148.6596607,155.8998706,161.8682352,172.9058731,184.7984885,95.28016281,108.3884088,115.3710122,118.2939751,121.0563501,126.3961785,131.8266047,137.7185535,144.5778295,148.6415254,153.4038416,167.2362122,180.2325916,209.1184946,250,127.1500798,136.6326412,138.8598109,140.8341183,144.6305454,146.8069741,148.0732776,149.4619204,171.1597689,0.793,0.08,0.783,0.429,1.8131242,lognormal,19.707645286078623,6.783096081745114,14.094308416889469,bb2,4
Set 3.3 LA (high SP)_EV16,0,1,10000,61.5,246,123,133.25,6.986594306,133.25,15.375,170.1393791,113.6460555,122.4721703,133.3463958,23.74473663,205.7725987,106.6541943,116.4012715,141.010785,7.553037007,118.5485049,131.7526595,135.6907083,176.5647217,140.5990421,150.9310256,154.2320057,160.5543205,71.16107499,89.73360948,101.782663,106.9895283,111.9328628,121.4265342,130.8374075,140.6102009,151.2738206,157.1933891,163.7407923,180.4022607,193.1015228,213.162715,228.9477395,99.93147999,113.6460555,119.9886703,122.4721703,124.7335452,128.8849765,132.8338906,136.8376828,141.1688961,143.5831679,146.2811062,153.4054727,159.2783434,170.1393791,181.8417127,93.75568021,106.6541943,113.5250761,116.4012715,119.1194485,124.3738397,129.7173791,135.5150567,142.2645843,146.2632609,150.9493802,164.5604328,177.3488701,205.7725987,246,125.4010219,134.5566509,136.7223427,138.7249612,142.4371403,144.5666134,145.808737,147.2378213,167.2290574,0.793,0.065,0.783,0.222,1.0171044,lognormal,19.83589127107265,6.938900177210432,14.244076368513767,bb2,1
Set 3.3 LA (high SP)_EV160,0,1,10000,79.5,318,159,172.25,8.692669325,172.25,19.875,219.9362706,146.9083157,158.3176835,172.3746092,30.69441564,265.9987252,137.870056,150.4699364,181.6510367,9.295700378,153.789241,170.030629,175.1564807,224.3924197,181.2522891,193.7813708,197.6172959,205.6740679,91.98870669,115.9971049,131.5727107,138.3035366,144.6937007,156.9660076,169.1312829,181.7644061,195.5490851,203.2012103,211.6649266,233.2029224,249.6190417,275.5518023,295.9568339,129.179718,146.9083157,155.1073055,158.3176835,161.2409243,166.6074086,171.7121025,176.8877363,182.4866218,185.6075097,189.0950885,198.3046354,205.8963952,219.9362706,235.0636774,121.1963671,137.870056,146.7519276,150.4699364,153.9836774,160.7759391,167.6834412,175.1780001,183.9029992,189.0720202,195.1296866,212.724462,229.2558565,265.9987252,318,162.226623,173.7921273,176.4892226,178.9737493,183.5490047,186.1581621,187.587159,189.3227516,213.530559,0.793,0.051,0.783,0.429,1.7968194,lognormal,20.185559359929087,7.031118566226098,14.529110240720915,bb2,4
Set 3.3 LA (high SP)_EV161,0,1,10000,70.0,280,140,151.6666667,7.976528067,151.6666667,17.5,193.6545779,129.3532339,139.3992182,151.7763855,27.0265295,234.212714,121.3950179,132.4892522,160.0093943,8.407763406,132.4040672,149.4687067,154.061585,204.9033554,159.5717679,171.0471285,174.4195088,181.3787465,80.99634551,102.1358157,115.8501855,121.7766989,127.4032584,138.2090633,148.9206265,160.0441311,172.1815844,178.9193046,186.3716335,205.3359065,219.7903512,242.6242284,260.590923,113.743148,129.3532339,136.5724703,139.3992182,141.9731409,146.6983472,151.1930462,155.750208,160.6800444,163.427996,166.49882,174.6078551,181.2924234,193.6545779,206.9743071,106.7137823,121.3950179,129.2155337,132.4892522,135.5831122,141.5637199,147.6457973,154.24478,161.9271691,166.4785084,171.8123026,187.3045577,201.8605026,234.212714,280,142.7500819,152.8172559,155.2829477,157.5055304,161.7387482,164.0399809,165.2979535,166.9304501,189.3821515,0.793,0.043,0.783,0.429,1.3816694,lognormal,20.01851187740731,6.921944926235795,14.368718452269942,bb2,4
Set 3.3 LA (high SP)_EV162,0,1,10000,65.0,260,130,140.8333333,7.474958194,140.8333333,16.25,179.822108,120.1137172,129.4421312,140.9352151,25.0960631,217.4832344,112.7239452,123.0257342,149.6357589,8.024748509,125.1607487,139.6508597,143.985275,185.0685962,149.208017,160.10228,163.5253802,170.4326862,75.21089226,94.84040027,107.5751723,113.0783633,118.3030257,128.3369874,138.2834389,148.6124075,159.8828998,166.1393543,173.059374,190.669056,204.0910404,225.2939264,241.9772856,105.6186374,120.1137172,126.8172938,129.4421312,131.8322023,136.2198939,140.3935429,144.6251932,149.2028983,151.7545677,154.6060472,162.1358654,168.3429646,179.822108,192.190428,99.09136932,112.7239452,119.9858527,123.0257342,125.8986041,131.4520257,137.0996689,143.2272957,150.3609427,154.5871864,159.5399953,173.9256607,187.4418953,217.4832344,260,132.7414005,142.7225078,145.1875706,147.3546069,151.2142125,153.4593551,154.8164114,156.1773796,177.8032532,0.793,0.022,0.783,0.429,1.8773641,lognormal,19.76500767233278,7.084130129740561,14.267267214265198,bb2,4
Set 3.3 LA (high SP)_EV163,0,1,10000,63.0,252,126,136.5,7.615773106,136.5,15.75,174.2891201,116.4179105,125.4592964,136.5987469,24.32387655,210.7914426,109.2555161,119.2403269,144.7542407,8.191151059,118.5549127,134.6585146,139.0896741,183.4214132,144.3266721,155.3732842,158.8386418,166.0229473,72.89671096,91.9222341,104.265167,109.599029,114.6629326,124.388157,134.0285638,144.039718,154.9634259,161.0273742,167.7344702,184.8023159,197.8113161,218.3618056,234.5318307,102.3688332,116.4179105,122.9152232,125.4592964,127.7758268,132.0285125,136.0737416,140.1751872,144.6120399,147.0851964,149.848938,157.1470695,163.1631811,174.2891201,186.2768764,96.04240411,109.2555161,116.2939803,119.2403269,122.0248009,127.4073479,132.8812176,138.820302,145.7344522,149.8306576,154.6310724,168.5741019,181.6744523,210.7914426,252,127.3388685,137.8344396,140.2054611,142.3180085,146.3984845,148.6438093,149.8843162,151.340084,174.6214635,0.793,0.043,0.783,0.429,1.8801633,lognormal,19.429346782288764,6.728404958632554,13.880634025690151,bb2,4
Set 3.3 LA (high SP)_EV164,0,1,10000,77.0,308,154,166.8333333,8.717797887,166.8333333,19.25,213.0200356,142.2885573,153.33914,166.954024,29.72918245,257.6339854,133.5345197,145.7381774,175.8661923,9.442930133,143.3306295,164.0626138,169.4378547,219.2190314,175.4465931,188.2454073,192.3104147,199.8863168,89.09598006,112.3493972,127.4352041,133.9543688,140.1435843,152.0299696,163.8126891,176.0485443,189.3997428,196.8112351,205.0087969,225.8694972,241.7693863,266.8866513,286.6500152,125.1174627,142.2885573,150.2297173,153.33914,156.170455,161.368182,166.3123509,171.3252288,176.7480488,179.7707956,183.148702,192.0686406,199.4216658,213.0200356,227.6717378,117.3851606,133.5345197,142.1370871,145.7381774,149.1414234,155.7200919,162.410377,169.669258,178.119886,183.1263592,188.9935329,206.0350135,222.0465528,257.6339854,308,155.6429538,167.8785172,170.7342478,173.0501728,177.7865918,180.4065006,181.8750293,183.5296308,210.054744,0.793,0.014,0.783,0.429,1.8817271,lognormal,19.838088023625215,6.739893296119708,14.168692557059034,bb2,4
Set 3.3 LA (high SP)_EV165,0,1,10000,72.5,290,145,157.0833333,8.219641111,157.0833333,18.125,200.5708128,133.9729923,144.3777617,157.1969707,27.99176269,242.5774538,125.7305542,137.2210112,166.1671662,8.694075303,140.6595116,155.4701345,160.133481,207.7485807,165.7369438,177.613264,181.3827413,188.1022057,83.88907214,105.7835234,119.9876922,126.1258667,131.9533748,143.1451013,154.2392203,165.759993,178.3309267,185.3092798,193.0277633,212.6693317,227.6400066,251.2893794,269.8977416,117.8054032,133.9729923,141.4500585,144.3777617,147.0436102,151.9375739,156.5927979,161.3127154,166.4186174,169.2647101,172.4452065,180.8438499,187.7671528,200.5708128,214.3662466,110.5249889,125.7305542,133.8303742,137.2210112,140.4253662,146.6195671,152.9188615,159.7535221,167.7102823,172.4241694,177.9484563,193.9940062,209.0698062,242.5774538,290,147.7349843,158.7276048,161.3477825,163.5874531,167.9611319,170.4280216,171.6327145,173.0979675,198.0213117,0.793,0.022,0.783,0.429,2.4446848,lognormal,19.935301772423177,6.973576697907594,14.334955953486489,bb2,4
Set 3.3 LA (high SP)_EV166,0,1,10000,72.0,288,144,156.0,8.070006196,156.0,18.0,199.1875658,133.0490406,143.382053,156.1128536,27.79871605,240.9045058,124.863447,136.2746594,163.5742255,8.698809431,137.7636342,152.5529633,157.4933896,201.4440264,163.18264,175.0351234,178.576894,186.0339158,83.31052681,105.0539818,119.1601908,125.2560332,131.0433515,142.1578937,153.1755015,164.6168206,177.1010582,184.0312848,191.6965373,211.2026467,226.0700755,249.5563492,268.0363779,116.9929522,133.0490406,140.4745408,143.382053,146.0295163,150.8897286,155.5128476,160.200214,165.2709028,168.0973673,171.2559292,179.5966509,186.4722069,199.1875658,212.8878587,109.7627476,124.863447,132.9074061,136.2746594,139.4569154,145.6083976,151.8642487,158.6517737,166.5536596,171.2350372,176.7212256,192.6561165,207.6279455,240.9045058,288,145.6630999,156.1244817,158.7323644,160.9780598,165.2638038,167.6848915,169.1030383,170.7078702,193.4764803,0.793,0.007,0.783,0.429,1.301061,lognormal,20.028366682213566,6.664754141575492,14.260797176191026,bb2,4
Set 3.3 LA (high SP)_EV167,0,1,10000,63.0,252,126,136.5,7.39087275,136.5,15.75,174.2891201,116.4179105,125.4592964,136.5987469,24.32387655,210.7914426,109.2555161,119.2403269,143.7449374,7.829354548,118.9838912,134.1844729,138.2691037,183.4887313,143.3157482,153.8881104,157.4373114,164.2240086,72.89671096,91.9222341,104.265167,109.599029,114.6629326,124.388157,134.0285638,144.039718,154.9634259,161.0273742,167.7344702,184.8023159,197.8113161,218.3618056,234.5318307,102.3688332,116.4179105,122.9152232,125.4592964,127.7758268,132.0285125,136.0737416,140.1751872,144.6120399,147.0851964,149.848938,157.1470695,163.1631811,174.2891201,186.2768764,96.04240411,109.2555161,116.2939803,119.2403269,122.0248009,127.4073479,132.8812176,138.820302,145.7344522,149.8306576,154.6310724,168.5741019,181.6744523,210.7914426,252,127.2640062,137.1149843,139.3631909,141.3989904,145.2443768,147.4315951,148.6217697,150.0937583,172.3342281,0.793,0.022,0.783,0.429,2.4388265,lognormal,19.73143219971172,6.5993989244020375,14.040495969246738,bb2,4
Set 3.3 LA (high SP)_EV168,0,1,10000,71.0,284,142,153.8333333,8.284020763,153.8333333,17.75,196.4210718,131.2011373,141.3906356,153.9446196,27.41262278,237.5586099,123.1292324,134.3819558,161.935276,8.963312269,135.3194316,150.8059651,155.6078512,203.886193,161.4677021,173.6356156,177.5667443,184.5843013,82.15343616,103.5948988,117.5051882,123.5163661,129.223305,140.1834785,151.048064,162.3304759,174.6413213,181.4752947,189.0340854,208.2692766,222.9302133,246.0902888,264.3136504,115.3680501,131.2011373,138.5235056,141.3906356,144.0013286,148.7940379,153.3529469,157.975211,162.9754736,165.7626816,168.8773746,177.102253,183.8823152,196.4210718,209.9310829,108.238265,123.1292324,131.0614699,134.3819558,137.5200138,143.5860588,149.755023,156.4482768,164.2404144,168.8567728,174.2667641,189.9803371,204.744224,237.5586099,284,143.3670053,154.2586148,156.8477523,159.2248844,163.7016377,166.2234793,167.6598407,169.4082189,194.0570443,0.793,0.029,0.783,0.429,2.4295486,lognormal,19.681470752522454,6.578442188147619,13.993628377957313,bb2,4
Set 3.3 LA (high SP)_EV169,0,1,10000,66.5,266,133,144.0833333,7.693341277,144.0833333,16.625,183.971849,122.8855722,132.4292573,144.1875662,25.67520302,222.5020783,115.325267,125.8647896,151.4081645,8.228794319,124.7229269,141.3126003,145.6406368,198.2188996,150.8946295,162.0406983,165.5434154,173.2216182,76.94652824,97.02902489,110.0576763,115.687864,121.0330955,131.2986101,141.4745951,152.0419246,163.5725052,169.9733394,177.0530518,195.0691112,208.8008336,230.493017,247.5613768,108.0559906,122.8855722,129.7438468,132.4292573,134.8744838,139.3634299,143.6333939,147.9626976,152.6460421,155.2565962,158.173879,165.8774623,172.2278022,183.971849,196.6255918,101.3780932,115.325267,122.754757,125.8647896,128.8039565,134.4855339,140.2635074,146.532541,153.8308106,158.154583,163.2216875,177.9393298,191.7674775,222.5020783,266,134.3037677,144.3803797,146.7955493,148.9354978,153.0319626,155.3743192,156.6053684,158.1120717,182.1770707,0.793,0.094,0.826,0.4,0.8361627,lognormal,19.72819798897418,6.510914407898229,14.0027723409767,bb2,4
Set 3.3 LA (high SP)_EV17,0,1,10000,72.5,290,145,157.0833333,8.127884104,157.0833333,18.125,200.5708128,133.9729923,144.3777617,157.1969707,27.99176269,242.5774538,125.7305542,137.2210112,164.9309762,8.596600352,137.0471794,154.3526792,158.907186,201.0772294,164.4646474,176.0431104,179.7217349,187.4404155,83.88907214,105.7835234,119.9876922,126.1258667,131.9533748,143.1451013,154.2392203,165.759993,178.3309267,185.3092798,193.0277633,212.6693317,227.6400066,251.2893794,269.8977416,117.8054032,133.9729923,141.4500585,144.3777617,147.0436102,151.9375739,156.5927979,161.3127154,166.4186174,169.2647101,172.4452065,180.8438499,187.7671528,200.5708128,214.3662466,110.5249889,125.7305542,133.8303742,137.2210112,140.4253662,146.6195671,152.9188615,159.7535221,167.7102823,172.4241694,177.9484563,193.9940062,209.0698062,242.5774538,290,147.2348656,157.6197793,160.0817516,162.2361715,166.6959368,169.0119792,170.4894017,172.0883749,196.3452551,0.793,0.036,0.783,0.222,1.45458,lognormal,20.03188671830721,6.72992099911342,14.283839826953539,bb2,1
Set 3.3 LA (high SP)_EV170,0,1,10000,56.0,224,112,121.3333333,6.652067348,121.3333333,14.0,154.9236623,103.4825871,111.5193746,121.4211084,21.6212236,187.3701712,97.1160143,105.9914017,127.8591852,7.112692272,105.3079381,119.0569347,122.9623697,159.7319312,127.4404696,137.0707666,140.0036129,146.2468154,64.79707641,81.70865254,92.68014843,97.42135914,101.9226068,110.5672506,119.1365012,128.0353049,137.7452675,143.1354437,149.0973068,164.2687252,175.8322809,194.0993827,208.4727384,90.99451836,103.4825871,109.2579762,111.5193746,113.5785127,117.3586778,120.954437,124.6001664,128.5440355,130.7423968,133.199056,139.686284,145.0339387,154.9236623,165.5794457,85.37102588,97.1160143,103.372427,105.9914017,108.4664897,113.2509759,118.1166378,123.395824,129.5417353,133.1828067,137.4498421,149.8436462,161.4884021,187.3701712,224,113.019617,121.8826816,123.9695776,125.8140254,129.2051635,131.2329787,132.3875034,133.6075795,154.7704961,0.793,0.043,0.783,0.429,1.8237915,lognormal,19.574588436529144,6.533659298644387,13.897582707852223,bb2,4
Set 3.3 LA (high SP)_EV171,0,1,10000,64.5,258,129,139.75,7.537406716,139.75,16.125,178.438861,119.1897655,128.4464225,139.8510981,24.90301646,215.8102864,111.8568379,122.0793824,147.3829882,8.083226886,119.3006417,137.5134247,141.7512582,182.9225175,146.9635532,157.8808098,161.3212129,168.1878996,74.63234694,94.11085873,106.747671,112.2085297,117.3930024,127.3497798,137.2197201,147.4692351,158.6530313,164.8613593,171.728148,189.202371,202.5211093,223.5608962,240.1159219,104.8061863,119.1897655,125.8417762,128.4464225,130.8181084,135.1720485,139.3135926,143.5126917,148.0551837,150.5872248,153.4167699,160.8886664,167.0480187,178.438861,190.7120401,98.32912802,111.8568379,119.0628846,122.0793824,124.9301533,130.4408562,136.0450561,142.1255473,149.2043201,153.3980542,158.3127646,172.587771,186.0000345,215.8102864,258,130.7282787,140.5453696,142.7884976,144.8625597,148.9756706,151.2743859,152.4920072,153.9435764,176.8639849,0.793,0.014,0.783,0.429,1.9438463,lognormal,19.69889090825713,6.669742485820773,14.046498721241038,bb2,4
Set 3.3 LA (high SP)_EV172,0,1,10000,68.0,272,136,147.3333333,7.721722606,147.3333333,17.0,188.1215899,125.6574272,135.4163834,147.4399173,26.25434294,227.5209221,117.9265888,128.703845,154.6268501,8.163064568,127.5037335,144.5196425,148.9801782,194.0426275,154.2068274,165.0089979,168.607556,175.8202019,78.68216421,99.21764951,112.5401802,118.2973647,123.7631653,134.2602329,144.6657514,155.4714417,167.2621105,173.8073245,181.0467297,199.4691663,213.5106269,235.6921076,253.145468,110.4933437,125.6574272,132.6703997,135.4163834,137.9167654,142.5069659,146.8732449,151.3002021,156.089186,158.7586246,161.7417109,169.6190592,176.1126399,188.1215899,201.0607555,103.6648171,117.9265888,125.5236613,128.703845,131.7093089,137.5190422,143.427346,149.8377863,157.3006785,161.7219796,166.9033797,181.9529989,196.0930597,227.5209221,272,137.2316544,147.704229,150.0951386,152.2135819,156.3894848,158.5921209,159.8057361,161.1885033,185.8762269,0.793,0.007,0.783,0.429,2.0045779,lognormal,19.922221693725795,6.620439289983724,14.162612269948863,bb2,4
Set 3.3 LA (high SP)_EV173,0,1,10000,77.5,310,155,167.9166667,8.488963423,167.9166667,19.375,214.4032826,143.212509,154.3348487,168.0381411,29.92222909,259.3069333,134.4016269,146.6845292,176.688368,9.088083753,147.6361052,165.3564756,170.3366693,218.768992,176.2217078,188.5151299,192.4318582,199.6443325,89.67452539,113.0789388,128.2627054,134.8242024,141.0536076,153.0171772,164.8764079,177.1917166,190.6296113,198.0892301,206.3400228,227.3361822,243.3393174,268.6196815,288.511379,125.9299138,143.212509,151.2052349,154.3348487,157.1845488,162.4160273,167.3923012,172.4377303,177.8957634,180.9381384,184.3379793,193.3158395,200.7166116,214.4032826,229.1501257,118.1474019,134.4016269,143.0600552,146.6845292,150.1098742,156.7312614,163.4649899,170.7710064,179.2765086,184.3154914,190.2207636,207.3729032,223.4884136,259.3069333,310,157.5729541,168.9671531,171.5433736,173.9605988,178.5164678,181.2178942,182.609555,184.1852216,207.5905383,0.793,0.036,0.783,0.429,1.8345006,lognormal,20.194262047188545,6.950885080937058,14.505118383554183,bb2,4
Set 3.3 LA (high SP)_EV174,0,1,10000,78.0,312,156,169.0,8.689073598,169.0,19.5,215.7865296,144.1364607,155.3305574,169.1222581,30.11527572,260.9798813,135.2687342,147.630881,178.0920173,9.365575778,147.2917026,166.5044872,171.4654667,217.3419049,177.5182835,190.4801515,194.3843815,202.0218466,90.25307072,113.8084803,129.0902067,135.6940359,141.9636308,154.0043848,165.9401266,178.334889,191.8594797,199.3672252,207.6712488,228.8028672,244.9092485,270.3527117,290.3727427,126.7423649,144.1364607,152.1807526,155.3305574,158.1986427,163.4638726,168.4722515,173.5502318,179.043478,182.1054812,185.5272566,194.5630385,202.0115575,215.7865296,230.6285136,118.9096432,135.2687342,143.9830233,147.630881,151.078325,157.7424308,164.5196027,171.8727548,180.4331313,185.5046236,191.4479944,208.7107929,224.9302743,260.9798813,312,158.8386321,169.9893142,172.8061659,175.2251116,179.8960084,182.6113027,184.2827197,185.8961568,210.8470071,0.793,0.029,0.783,0.429,1.8322401,lognormal,19.980929745420966,6.860788360952698,14.314419497453232,bb2,4
Set 3.3 LA (high SP)_EV175,0,1,10000,62.5,250,125,135.4166667,7.335700376,135.4166667,15.625,172.9058731,115.4939589,124.4635877,135.5146299,24.13082991,209.1184946,108.3884088,118.2939751,142.4004168,7.766187405,118.0058548,132.8115277,136.9506421,180.1705802,142.0189718,152.5978733,155.6699219,162.718813,72.31816564,91.19269256,103.4376657,108.7291955,113.7529093,123.4009494,132.9648451,142.8965457,153.7335575,159.7493791,166.4032442,183.3356308,196.241385,216.6287754,232.6704669,101.5563821,115.4939589,121.9397056,124.4635877,126.7617329,130.9806672,134.9937913,139.0626857,143.4643253,145.9178535,148.6596607,155.8998706,161.8682352,172.9058731,184.7984885,95.28016281,108.3884088,115.3710122,118.2939751,121.0563501,126.3961785,131.8266047,137.7185535,144.5778295,148.6415254,153.4038416,167.2362122,180.2325916,209.1184946,250,126.3387,135.7786571,137.9819482,140.0386724,143.9926952,146.1196087,147.3252574,148.8313063,171.585426,0.793,0.0,0.783,0.429,1.3097095,lognormal,19.699013872731808,6.528666648451218,13.985063979452802,bb2,4
Set 3.3 LA (high SP)_EV176,0,1,10000,63.0,252,126,136.5,7.158910532,136.5,15.75,174.2891201,116.4179105,125.4592964,136.5987469,24.32387655,210.7914426,109.2555161,119.2403269,144.0150981,7.593173776,120.4419084,134.6201783,138.7959726,179.3233163,143.570003,154.0325128,157.1175217,163.5586069,72.89671096,91.9222341,104.265167,109.599029,114.6629326,124.388157,134.0285638,144.039718,154.9634259,161.0273742,167.7344702,184.8023159,197.8113161,218.3618056,234.5318307,102.3688332,116.4179105,122.9152232,125.4592964,127.7758268,132.0285125,136.0737416,140.1751872,144.6120399,147.0851964,149.848938,157.1470695,163.1631811,174.2891201,186.2768764,96.04240411,109.2555161,116.2939803,119.2403269,122.0248009,127.4073479,132.8812176,138.820302,145.7344522,149.8306576,154.6310724,168.5741019,181.6744523,210.7914426,252,128.0688359,137.5468916,139.8440593,141.8524848,145.4898572,147.5491612,148.8326161,150.2158772,170.9055305,0.793,0.007,0.783,0.429,2.0368137,lognormal,19.965573091420538,6.873203160134259,14.305497875676505,bb2,4
Set 3.3 LA (high SP)_EV177,0,1,10000,69.0,276,138,149.5,7.850159234,149.5,17.25,190.8880839,127.5053306,137.4078008,149.6081514,26.64043622,230.8668181,119.6608033,130.5965486,157.8683487,8.311286809,127.9594613,147.5130649,152.1056804,194.2921402,157.4706119,168.5956556,172.2253451,179.1875299,79.83925486,100.6767326,114.1951829,120.0370318,125.5832119,136.2346481,146.7931889,157.7577864,169.7218475,176.3633146,183.7091816,202.4025364,216.650489,239.158168,256.8681955,112.1182458,127.5053306,134.621435,137.4078008,139.9449532,144.6026566,149.0331456,153.525205,158.3846152,161.0933103,164.1202655,172.1134571,178.7025317,190.8880839,204.0175313,105.1892997,119.6608033,127.3695975,130.5965486,133.6462105,139.5413811,145.5365716,152.0412831,159.6139238,164.100244,169.3578412,184.6287783,198.9767811,230.8668181,276,139.9704738,150.8914181,153.2835256,155.3760084,159.6788586,161.8526397,163.133793,164.6504738,187.6726753,0.793,0.022,0.783,0.429,2.0131066,lognormal,19.94798187258793,6.9037997752388955,14.307084869047538,bb2,4
Set 3.3 LA (high SP)_EV178,0,1,10000,63.5,254,127,137.5833333,7.206767653,137.5833333,15.875,175.6723671,117.3418622,126.4550051,137.682864,24.51692319,212.4643905,110.1226234,120.1866788,144.8009341,7.699694006,117.3290806,135.2796699,139.4415732,178.8320126,144.3476212,154.8787573,158.1267477,164.6826765,73.47525629,92.65177565,105.0926683,110.4688626,115.5729559,125.3753646,135.0922826,145.1828904,156.1932944,162.3053692,169.0656961,186.2690009,199.3812471,220.0948358,236.3931944,103.1812842,117.3418622,123.8907409,126.4550051,128.7899207,133.0763578,137.1536919,141.2876887,145.7597545,148.2525392,151.0382153,158.3942685,164.458127,175.6723671,187.7552643,96.80464542,110.1226234,117.2169484,120.1866788,122.9932517,128.4185174,133.9358304,139.9220504,146.8910748,151.0197898,155.8583031,169.9119916,183.1163131,212.4643905,254,128.7906203,138.3021177,140.4781204,142.4587869,146.2835512,148.4691802,149.6261928,151.046272,173.1074372,0.793,0.007,0.783,0.429,1.9111739,lognormal,19.88702809380947,6.6893430306045225,14.185635421033611,bb2,4
